incident_id,category,date_start,date_end,date_confidence,status,primary_area,areas_affected,region_or_ward,asset_type,suspected_cause,source_name,source_url,notes,lat,lon,geocode_precision,WardID,WardLabel
INC-2024-101,unplanned_unspecified,2024-01-05,,confirmed (official City media release),presumed resolved (not confirmed in source),Queenswood,Update: Unplanned water supply interruption affecting Queenswood and nearby areas,TSH_84 (geocoded),not stated in source,not stated in source,City of Tshwane (official media release),https://www.tshwane.gov.za/?p=66246,"The team of plumbers from the City of Tshwane’s Water and Sanitation Department yesterday attended to a major water leak on the main bulk pipeline which supplies the Queenswood East and West Reservoirs. Repairs on the pipeline were completed in the early hours of the morning and the water supply was restored. However, a setback was experienced this morning after it was discovered that a pipe is leaking next to the repairs. The team will isolate and expose the pipe. The following areas are affect [scope=localized; geocode_flag=]",-25.7281389,28.2515389,"area-centroid (Google Places) - NOT exact incident location, good enough for ward tagging only",79900084,TSH_84
INC-2024-102,quality_shutdown,2024-01-09,,confirmed (official City media release),presumed resolved (not confirmed in source),Bronkhorstspruit,Temporary shutdown of Bronkhorstspruit Water Treatment Plant,TSH_105 (geocoded),Bronkhorstspruit Water Treatment Plant (Tshwane-owned),deteriorated raw water quality after heavy rains,City of Tshwane (official media release),https://www.tshwane.gov.za/?p=66332,"Bronkhorstspruit Water Treatment Plant temporarily shut down due to deteriorated raw water quality caused by recent heavy rains. Affected: Bronkhorstspruit Town, Cultura Park, Ekandustria. Manually added -- found via body-aware review, distinct from the Feb-2023 equipment-failure event at the same plant (different cause, ~10 months later). [scope=localized; geocode_flag=Deteriorated raw water quality after heavy rains -- distinct from the Feb-2023 equipment-failure event]",-25.8048502,28.7524051,"area-centroid (Google Places) - NOT exact incident location, good enough for ward tagging only",79900105,TSH_105
INC-2024-103,unplanned_unspecified,2024-02-14,,confirmed (official City media release),presumed resolved (not confirmed in source),Mamelodi,Unplanned water supply interruption affecting Mamelodi and Eersterust,TSH_97 (geocoded),not stated in source,not stated in source,City of Tshwane (official media release),https://www.tshwane.gov.za/?p=67838,"The team of plumbers of the City of Tshwane Water and Sanitation Department is attending to an emergency leak on the water supply line to the Mamelodi R1 and Eersterust Reservoirs. The leak has forced the team to abruptly cut the water supply to the areas that are supplied by the above-mentioned reservoirs in order to effect the repairs. The following areas are affected: Derdepoort 326-JR Derdepoortpark Ext 2 Despatch Eersterust Eersterust Ext 2, 3, 4, 5 and 6 Hartebeespoort 328-JR Jan Niemandpa [scope=localized; geocode_flag=Also affected Eersterust -- secondary area not geocoded]",-25.7234441,28.4221519,"area-centroid (Google Places) - NOT exact incident location, good enough for ward tagging only",79900097,TSH_97
INC-2024-104,unplanned_unspecified,2024-02-15,,confirmed (official City media release),presumed resolved (not confirmed in source),Mabopane,City of Tshwane responds to water supply challenges in some parts of Mabopane,TSH_22 (geocoded),not stated in source,not stated in source,City of Tshwane (official media release),https://www.tshwane.gov.za/?p=67955,"Media statement 14 February 2024 Cllr Themba Fosi MMC for Utilities and Regional Operations and Coordination The City of Tshwane wishes to address the current situation regarding the water supply in the Mabopane area, specifically in Block C and D. The water team was engaged in urgent repair work in Mabopane Block D to address a significant leak. Unfortunately, during these repair efforts an electricity cable was inadvertently damaged. We have notified Eskom of the situation and our teams are st [scope=localized; geocode_flag=Significant leak, Block C/D; electricity cable damaged during repair]",-25.5130652,28.0402843,"area-centroid (Google Places) - NOT exact incident location, good enough for ward tagging only",79900022,TSH_22
INC-2024-105,vandalism,2024-02-15,,confirmed (official City media release),presumed resolved (not confirmed in source),Temba,Vandalism and cable theft at Temba Waste Water Treatment Works threatens service delivery,TSH_49 (geocoded),Temba Waste Water Treatment Works -- cable/infrastructure theft,vandalism / cable theft,City of Tshwane (official media release),https://www.tshwane.gov.za/?p=67999,"Media statement 15 February 2024 Cllr Themba Fosi MMC for Utilities and Regional Operations and Coordination The City of Tshwane strongly condemns the recent acts of vandalism and theft at Temba Waste Water Treatment Works (WWTW). On 12 February 2024, there was a reported case of cable theft and vandalism of panels at the Temba inlet works, resulting in an estimated cost of R250 000 in damages. Subsequently on 14 February 2024, another incident of cable theft and further vandalism of panels was  [scope=localized; geocode_flag=]",-25.4037577,28.2665085,"area-centroid (Google Places) - NOT exact incident location, good enough for ward tagging only",79900049,TSH_49
INC-2024-106,vandalism,2024-03-22,,confirmed (official City media release),presumed resolved (not confirmed in source),Rethabiseng,City of Tshwane condemns possible sabotage of water infrastructure in Rethabiseng,TSH_103 (geocoded),not stated in source,suspected sabotage,City of Tshwane (official media release),https://www.tshwane.gov.za/?p=70434,"The City of Tshwane, in the strongest possible terms, condemns probable acts of sabotage by characters who are depriving residents of their right to clean, potable water in and around the Rethabiseng area, which is situated between Bronkhorstspruit and Ekangala in Region 7. Yesterday, 19 March 2024, the City reported that water had been restored in Ekangala and Rethabiseng, with the exception of Rethabiseng Ext 4, due to challenges experienced with the infrastructure network connection. Some par [scope=localized; geocode_flag=]",-25.7228592,28.716885,"area-centroid (Google Places) - NOT exact incident location, good enough for ward tagging only",79900103,TSH_103
INC-2024-107,power_failure,2024-03-22,,confirmed (official City media release),presumed resolved (not confirmed in source),Bronkhorstspruit,Power failure affecting operations at Bronkhorstspruit Water Treatment Plant,TSH_105 (geocoded),Bronkhorstspruit Water Treatment Plant,power failure,City of Tshwane (official media release),https://www.tshwane.gov.za/?p=70449,"Residents of Region 7 are informed about an interruption of operations at Bronkhorstspruit Water Treatment Plant due to a power failure. The plant is currently off, and technicians are on site carrying out investigations with a view to effecting the necessary repairs. The estimated time for restoration is currently unknown. The following areas may be affected as time goes on: Bronkhorstspruit Town Cultura Park Ekandustria Ekangala Masada Rethabiseng Riamarpark Thembisile Hani Local Municipality  [scope=localized; geocode_flag=]",-25.8048502,28.7524051,"area-centroid (Google Places) - NOT exact incident location, good enough for ward tagging only",79900105,TSH_105
INC-2024-108,unplanned_burst,2024-04-09,,confirmed (official City media release),presumed resolved (not confirmed in source),Meintjieskop,Planned water supply shutdown to the Meintjieskop and Hospital Reservoirs,TSH_92 (geocoded),Meintjieskop/Hospital Reservoir bulk supply pipe (Tshwane-owned),major leak on bulk pipe,City of Tshwane (official media release),https://www.tshwane.gov.za/?p=71082,"Major leak on bulk pipe supplying Meintjieskop and Hospital Reservoirs; repair required a supply shutdown. Affected: Bryntirion, Capital Park, Eastclyffe, Eastwood, Kilberry, Lisdogan Park, Rietondale, Riviera, Tshwane District Hospital. Manually added -- found via exhaustive body-check of remaining title-excluded candidates. Title framing (""planned shutdown"") refers to the scheduled repair window, not that the leak itself was planned -- same pattern as other major-leak true positives already in the dataset. [scope=localized; geocode_flag=Major leak on bulk pipe supplying Meintjieskop/Hospital Reservoirs -- title's 'planned shutdown' refers to the scheduled repair window for an already-discovered leak, not that the leak itself was planned]",-25.7403393,28.2217382,"area-centroid (Google Places) - NOT exact incident location, good enough for ward tagging only",79900092,TSH_92
INC-2024-109,unplanned_burst,2024-06-14,,confirmed (official City media release),presumed resolved (not confirmed in source),Zithobeni,Continuation of emergency repairs to a bulk pipeline which supplies Zithobeni Reservoir,TSH_102 (geocoded),bulk pipeline supplying Zithobeni Reservoir,not stated in source (emergency pipeline repair),City of Tshwane (official media release),https://www.tshwane.gov.za/?p=74224,"Today, 14 June 2024 , the City of Tshwane’s Bulk Water Supply Section will continue with emergency repairs to a major leak on a main bulk pipeline which supplies Zithobeni Reservoir in Region 7. The work in question is a continuation from the initial repairs to the leak on the main bulk pipeline which the City’s technicians carried out, 12 June 2024 . This inevitable work will unfortunately result in a 14-hour water supply interruption from 07:00 to 21:00 in the following areas: Bronkhorstspruit [scope=localized; geocode_flag=]",-25.782674,28.7212582,"area-centroid (Google Places) - NOT exact incident location, good enough for ward tagging only",79900102,TSH_102
INC-2024-110,unplanned_unspecified,2024-09-04,,confirmed (official City media release),presumed resolved (not confirmed in source),Rosslyn,Urgent shutdown of water supply to Rosslyn and nearby areas,TSH_37 (geocoded),not stated in source,not stated in source,City of Tshwane (official media release),https://www.tshwane.gov.za/?p=77959,"As of this morning, the City of Tshwane Water and Sanitation Department has shut down the water supply to Rosslyn and nearby areas to conduct an urgent replacement of two cracked 250 mm isolating valves in Van Niekerk Street in Rosslyn. The urgent work commenced at 08:00 and is scheduled to be completed by 20:00, provided there are no further challenges. The water supply shutdown may affect the following areas: BMW Vehicle Distribution Centre Klerksoord Nampak Nkwe Estate Rand Water Hartebeeshoe [scope=localized; geocode_flag=]",-25.6269091,28.0963666,"area-centroid (Google Places) - NOT exact incident location, good enough for ward tagging only",79900037,TSH_37
INC-2024-111,quality_shutdown,2024-10-15,,confirmed (official City media release),presumed resolved (not confirmed in source),Temba,Temba Water Treatment Works to remain off pending raw water test results,TSH_49 (geocoded),Temba Water Treatment Plant (Tshwane-owned),"sewage contamination of upstream dam, traced to a substation fire",City of Tshwane (official media release),https://www.tshwane.gov.za/?p=79611,"The City of Tshwane’s Temba Water Treatment Works that supplies water to Hammanskraal and surrounding areas will remain off pending the improvement of the water quality from the Leeuwkraal Dam, from which Temba Water Treatment Works sources its raw water for treatment to potable standards. Temba Water Treatment Works was shut down on Monday, 7 October 2024, after the City’s technicians discovered that there was sewer contamination in the Leeuwkraal Dam. Pumping had to stop to avoid supplying poo [scope=localized; geocode_flag=Sewage contamination from upstream dam traced to a substation fire; plant shut down]",-25.4037577,28.2665085,"area-centroid (Google Places) - NOT exact incident location, good enough for ward tagging only",79900049,TSH_49
INC-2024-112,unplanned_unspecified,2024-10-31,,confirmed (official City media release),presumed resolved (not confirmed in source),Soshanguve,Water supply interruption affecting Soshanguve Block DD Reservoir,TSH_25 (geocoded),not stated in source,not stated in source,City of Tshwane (official media release),https://www.tshwane.gov.za/?p=80260,"Today, 30 October 2024, the City of Tshwane’s bulk water services shut down the water supply to Soshanguve Block DD Reservoir to attend to a leak on the supply pipeline. The team on-site has discovered a major crack on the said pipeline which requires emergency repairs. Regrettably, in order to repair the leak, technicians are compelled to drain both Soshanguve DD Reservoirs which will negatively impact on the water provision to Soshanguve and nearby areas. It is not yet known when the repairs w [scope=localized; geocode_flag=Major crack discovered on supply pipeline, emergency repairs, both DD reservoirs drained]",-25.4525229,28.1088486,"area-centroid (Google Places) - NOT exact incident location, good enough for ward tagging only",79900025,TSH_25
INC-2024-113,power_failure,2024-11-07,,confirmed (official City media release),presumed resolved (not confirmed in source),not applicable - see notes/scope,Update on City of Tshwane reservoirs that were affected by Rand Water’s Palmiet Booster Station power trip,Outside Tshwane metro boundary (Rand Water bulk infrastructure) - not ward-applicable,Rand Water Palmiet Booster Pumping Station (outside Tshwane),power trip,City of Tshwane (official media release),https://www.tshwane.gov.za/?p=80487,"The City of Tshwane has been notified by Rand Water that its Palmiet Booster Pump Station is now pumping at full capacity following yesterday’s power trip that affected operations at the pump station. The trip resulted in the depletion of the water utility’s Klipriviersberg, Klipfontein, Brakfontein and Hartebeesthoek Reservoirs that supply some of the City’s reservoirs. According to Rand Water, the affected reservoirs’ levels have shown positive signs of improvement since pumping was optimised. [scope=outside_tshwane; geocode_flag=Palmiet is ~50km south, near southern Johannesburg]",,,,,
INC-2024-114,unplanned_unspecified,2024-11-08,,confirmed (official City media release),excluded_external_bulk_supply,not applicable - see notes/scope,City of Tshwane reservoirs still at extremely low levels,Outside Tshwane metro boundary (Rand Water bulk infrastructure) - not ward-applicable,not stated in source (downstream effect),Rand Water Palmiet Booster Pump Station power trip (external),City of Tshwane (official media release),https://www.tshwane.gov.za/?p=80572,"Media statement 8 November 2024 City of Tshwane reservoirs that are supplied by Rand Water’s Klipriviersberg, Klipfontein, Brakfontein and Hartebeesthoek Reservoirs continue to experience extremely low levels or no water at all. This follows a power trip at the water utility’s Palmiet Booster Pump Station, which occurred on Wednesday, 6 November 2024. This morning, Rand Water informed the City that it has now opened additional inlet valves into Hartebeesthoek Reservoir to increase its level to a [scope=outside_tshwane; geocode_flag=Caused by Rand Water's Palmiet Booster Pump Station power trip -- same external bulk-supply pattern as other Palmiet/Mapleton entries]",,,,,
INC-2025-101,unplanned_unspecified,2025-01-05,,confirmed (official City media release),presumed resolved (not confirmed in source),Temba,"Themba Water Treatment Plant still not fully functional (failure occurred 2025-01-05, reported 2025-02-07)",TSH_49 (geocoded),not stated in source,not stated in source,City of Tshwane (official media release),https://www.tshwane.gov.za/?p=83402,"Power failure at Temba WTP raw water abstraction point on 5 January 2025; both raw water pumps affected, plant shut down, operating at half capacity as of report date. Manually added -- found via body-aware review. Date set to actual failure date (2025-01-05), not report date (2025-02-07). [scope=localized; geocode_flag=Power failure at raw water abstraction point on 2025-01-05; date set to failure date, not report date]",-25.4037577,28.2665085,"area-centroid (Google Places) - NOT exact incident location, good enough for ward tagging only",79900049,TSH_49
